kelurahan;pos_code;kecamatan
Tikawo;99531;Asologaima
Kawe;99431;Awinbon
Kedungjaya;17610;Babelan
Paisumosoni;94896;Banggai Utara
Walak;99531;Asologaima
Mikir;99431;Awinbon
Kebonagung;56151;Bandongan
Gardakau;97661;Aru Tengah
Muarabakti (Muara Bakti);17610;Babelan
Nanum Anaip;99431;Awinbon
Kumba;24188;Bandar Dua
Penyombaan (Penyobaan);74152;Arut Utara
Wanggonoma;99531;Asologaima
Yelobib;99431;Awinbon
Popisi;94896;Banggai Utara
Pantaihurip (Pantai Hurip);17610;Babelan
Ngaiguli;97667;Aru Selatan
Gulili;97661;Aru Tengah
Ketowan;68371;Arjasa
Andiaput;99572;Awina
Kuta Krueng;24188;Bandar Dua
Wawanca;99531;Asologaima
Riam;74152;Arut Utara
Babat;30752;Babat Toman
Dolinggame;99572;Awina
Kedungsari;56151;Bandongan
Kolo Kolo;69491;Arjasa
Bangun Sari;30752;Babat Toman
Irloy;97661;Aru Tengah
Eyuni;99572;Awina
Sambi;74152;Arut Utara
Beruge;30752;Babat Toman
Popjetur;97667;Aru Selatan
Jirlay;97661;Aru Tengah
Indawa;99572;Awina
Lamongan;68371;Arjasa
Kasmaran;30752;Babat Toman
Tolisetubono (Tolise Tubono);94896;Banggai Utara
Nambume;99572;Awina
Mangun Jaya;30752;Babat Toman
Ambodiaa;93441;Asinua
Tinggira;99572;Awina
Kobadangar;97661;Aru Tengah
Sukarami (Sukaramai);74152;Arut Utara
Wumuak;99572;Awina
Muara Punjung;30752;Babat Toman
Amyu;99472;Arso Timur
Angohi;93441;Asinua
Wuragabur;99572;Awina
Laok Jangjang;69491;Arjasa
Kobasel Fara;97661;Aru Tengah
Sungai Dau;74152;Arut Utara
Yugumia;99572;Awina
Pangkalan Jaya;30752;Babat Toman
Pabean (Pabian);69491;Arjasa
Asinua Jaya;93441;Asinua
Agin;99041;Aweku
Lhok Pusong;24188;Bandar Dua
Sereka;30752;Babat Toman
Baru;74113;Arut Selatan
Kobasel Timur;97661;Aru Tengah
Kogagi;99041;Aweku
Adean;94895;Banggai Tengah
Kibay;99472;Arso Timur
Asipako;93441;Asinua
Pajanangger (Pajenangger);69491;Arjasa
Kolanggun;99041;Aweku
Srimulyo (Sri Mulyo);30752;Babat Toman
Ngepanrejo;56151;Bandongan
Kenambui;74117;Arut Selatan
Awua Jaya;93441;Asinua
Posman;99041;Aweku
Pandeman;69491;Arjasa
Meugit Kayee Panyang (Meugit Kayei Panyang);24188;Bandar Dua
Kwarbola;97661;Aru Tengah
Kikere (Pikere);99472;Arso Timur
Sugi Raya;30752;Babat Toman
Tiyonggi;99041;Aweku
Badumpayan;94895;Banggai Tengah
Kumpai Batu Atas;74117;Arut Selatan
Awua Sari;93441;Asinua
Wamigi;99041;Aweku
Sugi Waras (Sugiwaras);30752;Babat Toman
Meugit Sagoe;24188;Bandar Dua
Lorang;97661;Aru Tengah
Wenggun;99041;Aweku
Lasada;93441;Asinua
Rejosari;56151;Bandongan
Sungai Angit;30752;Babat Toman
Wuluk;99041;Aweku
Meuko Baroh;24188;Bandar Dua
Nekudu;93441;Asinua
Toman;30752;Babat Toman
Meuko Buloh (Muko Buloh);24188;Bandar Dua
Maijuring;97661;Aru Tengah
Ases;98364;Ases
Salamkanci;56151;Bandongan
Paseraman;69491;Arjasa
Toman Baru;30752;Babat Toman
Kumpai Batu Bawah;74117;Arut Selatan
Meuko Kuthang;24188;Bandar Dua
Sambakati;69491;Arjasa
Gonggong;94895;Banggai Tengah
Kriku;99472;Arso Timur
Madurejo;74112;Arut Selatan
Sidorejo;56151;Bandongan
Sawah Sumur (Sawahsumur);69491;Arjasa
Meunasah Paku;24188;Bandar Dua
Sumbernangka;69491;Arjasa
Asuon;98364;Ases
Petewi;99472;Arso Timur
Antapani Tengah;40291;Antapani (Cicadas)
Mominit;94895;Banggai Tengah
Babat Banyuasin;30755;Babat Supat
Medang Sari (Medangsari);74117;Arut Selatan
Manjau;97661;Aru Tengah
Sukodadi;56151;Bandongan
Arimbet;99671;Arimop
Ombul;69151;Arosbaya
Frasayoah;98364;Ases
Mendawai;74115;Arut Selatan
Babat Ramba Jaya;30755;Babat Supat
Meurandeh Alue;24188;Bandar Dua
Antapani Wetan;40291;Antapani (Cicadas)
Safotiek (Safoetiek);98364;Ases
Sangke;99472;Arso Timur
Bandar Tenggulang;30755;Babat Supat
Aroa;99671;Arimop
Monsongan;94895;Banggai Tengah
Hilisawato;22866;Aramo
Maririmar;97661;Aru Tengah
Mendawai Seberang;74117;Arut Selatan
Alaa Wanggudu;93355;Asera
Muko Dayah (Meuko Dayah);24188;Bandar Dua
Poyang;94774;Balantak Selatan
Bukit;99671;Arimop
Gajah Mati;30755;Babat Supat
Skofro;99472;Arso Timur
Pososlalongo (Posos Lalongo);94895;Banggai Tengah
Murai;97661;Aru Tengah
Bhakti Karya (Bakti Karya);74352;Antang Kalang
Ginggimop (Ginggimob);99671;Arimop
Gajah Muda;30755;Babat Supat
Natai Baru;74117;Arut Selatan
Sukosari;56151;Bandongan
Amorome;93355;Asera
Hilitotao (Hilitatao);22866;Aramo
Maju;99671;Arimop
Langkap;30755;Babat Supat
Paya Baroh;24188;Bandar Dua
Suskun;99472;Arso Timur
Pandan Lanjang;69151;Arosbaya
Natai Raya;74117;Arut Selatan
Timbong;94895;Banggai Tengah
Resarna;94774;Balantak Selatan
Patriot;99671;Arimop
Hume;22866;Aramo
Pasir Panjang;74117;Arut Selatan
Yetti;99472;Arso Timur
Buntut Nusa;74352;Antang Kalang
Ujung;99671;Arimop
Plakaran;69151;Arosbaya
Raja;74114;Arut Selatan
Amorome Utama;93355;Asera
Andamata;98014;Arguni
Sikhorilafau;22866;Aramo
Namara;97661;Aru Tengah
Raja Seberang;74116;Arut Selatan
Gunung Makmur;74352;Antang Kalang
Letang;30755;Babat Supat
Tonoboyo;56151;Bandongan
Baburia;99473;Arso Barat
Andedao;93355;Asera
Arguni;98014;Arguni
Sepe;94774;Balantak Selatan
Paya Pisang Klat;24188;Bandar Dua
Papakula;97661;Aru Tengah
Rangda;74117;Arut Selatan
Seratus Lapan;30755;Babat Supat
Tambegan;69151;Arosbaya
Fior;98014;Arguni
Tintingo;94895;Banggai Tengah
Aseminunulai (Aseminulai);93355;Asera
Runtu;74117;Arut Selatan
Selibata-Bata;97661;Aru Tengah
Sisobambowo;22866;Aramo
Bentean;94890;Banggai Selatan
Dukwia;99473;Arso Barat
Asera;93355;Asera
Kuluk Telawang;74352;Antang Kalang
Kota Mulya;93355;Asera
Paya Tunong;24188;Bandar Dua
Furir;98014;Arguni
Selilau;97661;Aru Tengah
Tanggawas;94774;Balantak Selatan
Sidorejo;74111;Arut Selatan
Trasan;56151;Bandongan
Longeo Utama;93355;Asera
Taver;98014;Arguni
Oheo Trans;93355;Asera
Mulya Agung;74352;Antang Kalang
Kelapa Lima;94890;Banggai Selatan
Ifia-fia;99473;Arso Barat
Tanah Miring;97661;Aru Tengah
Tengket;69151;Arosbaya
Puunggomosi;93355;Asera
Peulakan Cebrek;24188;Bandar Dua
Sulung (Sulung Kenambui \/ Kanam Bui);74117;Arut Selatan
Wakua;97661;Aru Tengah
Cebongan;50736;Argomulyo
Sungai Hanya;74352;Antang Kalang
Labuan Kapelak;94890;Banggai Selatan
Puuwanggudu;93355;Asera
Tanjung Putri;74117;Arut Selatan
Tangguluri (Tanggaluri);93355;Asera
Tintingon (Tintingan);94774;Balantak Selatan
Sanggaria;99473;Arso Barat
Peulakan Tambo;24188;Bandar Dua
Erersin;97668;Aru Selatan Utara
Kumpulrejo;50734;Argomulyo
Tapuwatu;93355;Asera
Alue Bagok;23652;Arongan Lambalek
Air Rupik;32274;Banding Agung
Tanjung Terantang;74117;Arut Selatan
Hokmar;97668;Aru Selatan Utara
Sungai Puring;74352;Antang Kalang
Juring;97668;Aru Selatan Utara
Malino Padas;94890;Banggai Selatan
Lutur;97668;Aru Selatan Utara
Tombos;94774;Balantak Selatan
Ledok;50732;Argomulyo
Peulakan Tunong;24188;Bandar Dua
Maekor;97668;Aru Selatan Utara
Warbo;99473;Arso Barat
Walalindu;93355;Asera
Tumbang Gagu;74352;Antang Kalang
Matanga;94890;Banggai Selatan
Noborejo;50736;Argomulyo
Rebi;97668;Aru Selatan Utara
Walasolo;93355;Asera
Umpang;74117;Arut Selatan
Alue Batee;23652;Arongan Lambalek
Bandar Agung Ranau;32274;Banding Agung
Wanggudu;93355;Asera
Randuacir;50735;Argomulyo
Wanggudu Raya;93355;Asera
Tongke;94774;Balantak Selatan
Pohroh;24188;Bandar Dua
Yammua;99473;Arso Barat
Tabarfane;97668;Aru Selatan Utara
Tumbang Hejan;74352;Antang Kalang
Arungkeke;92361;Arungkeke
Tolokibit;94890;Banggai Selatan
Batugoyang;97666;Aru Selatan Timur
Tegalrejo;50733;Argomulyo
Kebonturi;45162;Arjawinangun
Tumbang Kalang;74352;Antang Kalang
Arungkeke Pallantikang;92361;Arungkeke
Pulo;24188;Bandar Dua
Beltubur;97666;Aru Selatan Timur
Alue Sundak;23652;Arongan Lambalek
Rawagatel;45162;Arjawinangun
Banding Agung;32274;Banding Agung
Sende;45162;Arjawinangun
Balantak;94773;Balantak
Dosimar;97666;Aru Selatan Timur
Dangkalan;94891;Banggai
Wawolimbue;93355;Asera
Tumbang Manya;74352;Antang Kalang
Pulo Gapu;24188;Bandar Dua
Tegal Gubug Lor (Tegalgubug Lor);45162;Arjawinangun
Boloak;94773;Balantak
Gomar Meti (Gomarmeti);97666;Aru Selatan Timur
Dodung;94891;Banggai
Wunduhaka;93355;Asera
Arongan;23652;Arongan Lambalek
Tegalgubug;45162;Arjawinangun
Reudeup Melayu;24188;Bandar Dua
Tumbang Ngahan;74352;Antang Kalang
Karang Indah;32274;Banding Agung
Yatu Raharja;99473;Arso Barat
Aralle;91373;Aralle
Asembagus;68373;Asembagus
Argalingga;45462;Argapura
Ancolmekar;40379;Arjasari
Tumbang Ramei (Tumbang Ramai);74352;Antang Kalang
Gomar Sungai (Gomarsungai);97666;Aru Selatan Timur
Boronglamu (Borong Lamu);92361;Arungkeke
Dale-Dale;94773;Balantak
Awar-Awar;68373;Asembagus
Argamukti;45462;Argapura
Arjasari;40379;Arjasari
Bulo-Bulo;92361;Arungkeke
Cot Buloh;23652;Arongan Lambalek
Bantal;68373;Asembagus
Yowong;99473;Arso Barat
Jorang;97666;Aru Selatan Timur
Cibunut;45462;Argapura
Aralle Selatan;91373;Aralle
Kokini;94891;Banggai
Baros;40379;Arjasari
Kalumpangloe (Kalumpang Loe);92361;Arungkeke
Tumbang Sepayang (Tumbang Sepanyang);74352;Antang Kalang
Batukarut;40379;Arjasari
Cikaracak;45462;Argapura
Seunong;24188;Bandar Dua
Arso Kota;99471;Arso
Dolom;94773;Balantak
Kampala;92361;Arungkeke
Penantian;32274;Banding Agung
Aralle Utara;91373;Aralle
Gunungwangi;45462;Argapura
Lambako;94891;Banggai
Cot Juru Mudi (Cot Jurumudi);23652;Arongan Lambalek
Palajau;92361;Arungkeke
Uteun Bayu;24188;Bandar Dua
Asyaman;99471;Arso
Baruru;91373;Aralle
Gudang;68373;Asembagus
Haurseah;45462;Argapura
Abah Lueng;24184;Bandar Baru
Karey;97666;Aru Selatan Timur
Kiloma;94773;Balantak
Batulei (Batuley);97663;Aru Utara Timur Batuley
Lebakwangi;40379;Arjasari
Lampa;94891;Banggai
Heubeulisuk;45462;Argapura
Cot Kumbang;23652;Arongan Lambalek
Kedunglo (Kedonglo);68373;Asembagus
Bagia;99471;Arso
Mangunjaya;40379;Arjasari
Rantau Nipis;32274;Banding Agung
Hahangan;91373;Aralle
Benjuring;97663;Aru Utara Timur Batuley
Meror;97666;Aru Selatan Timur
Mekarwangi;45462;Argapura
Kertosari;68373;Asembagus
Kalabe;91373;Aralle
Mekarjaya;40379;Arjasari
Jursiang;97663;Aru Utara Timur Batuley
Luok;94773;Balantak
Sadasari;45462;Argapura
Mojosari;68373;Asembagus
Drien Rampak;23652;Arongan Lambalek
Salarem;97666;Aru Selatan Timur
Patrolsari;40379;Arjasari
Pamoseang Pangga;91373;Aralle
Parante (Perante);68373;Asembagus
Gunong Pulo;23652;Arongan Lambalek
Pinggirsari;40379;Arjasari
Aki Neungoh;24184;Bandar Baru
Mamping;94773;Balantak
Lompio;94891;Banggai
Bibiosi;99471;Arso
Trigonco;68373;Asembagus
Kabalsiang;97663;Aru Utara Timur Batuley
Siya;97666;Aru Selatan Timur
Sagara;45462;Argapura
Rancakole;40379;Arjasari
Kobamar;97663;Aru Utara Timur Batuley
Wringin Anom;68373;Asembagus
Kwimi;99471;Arso
Doka Barat;97667;Aru Selatan
Sukadana;45462;Argapura
Wargaluyu;40379;Arjasari
Kompane;97663;Aru Utara Timur Batuley
Asem Rowo;60182;Asem Rowo (Asemrowo)
Sidodadi;32274;Banding Agung
Sukasari Kaler;45462;Argapura
Angkatan;69491;Arjasa
Alue;24184;Bandar Baru
Sawabuun;99471;Arso
Panetean;91373;Aralle
Kumul;97663;Aru Utara Timur Batuley
Pasir Putih;94891;Banggai
Sukasari Kidul;45462;Argapura
Ralle Anak;91373;Aralle
Sipatuhu;32274;Banding Agung
Tejamulya;45462;Argapura
Sewer;97663;Aru Utara Timur Batuley
Karang Hampa;23652;Arongan Lambalek
Ara;24184;Bandar Baru
Sawanawa;99471;Arso
Padang;94773;Balantak
Cisaranten Bina Harapan (Cisarenten Bina Harapan);40294;Arcamanik
Potil Pololoba;94891;Banggai
Waria;97663;Aru Utara Timur Batuley
Ralleanak Utara;91373;Aralle
Tano Bununungan (Tano Bonunungan);94891;Banggai
Genting Kalianak;60183;Asem Rowo (Asemrowo)
Ubiyau;99471;Arso
Waringin Agung;74352;Antang Kalang
Doka Timur;97667;Aru Selatan
Balee;24184;Bandar Baru
Workwana;99471;Arso
Angon Angon;69491;Arjasa
Uhaidaho;91373;Aralle
Cisaranten Kulon;40293;Arcamanik
Sipatuhu II;32274;Banding Agung
Tambak Sarioso;60184;Asem Rowo (Asemrowo)
Yamta;99471;Arso
Arjasa;68371;Arjasa
Keub;23652;Arongan Lambalek
Tinakin Laut;94891;Banggai
Sindanglaya\/Cisantre n Endah;40293;Arcamanik
Fatural;97667;Aru Selatan
Sukamiskin;40293;Arcamanik
Alahan Nan Tigo;27684;Asam Jujuhan
Ra'u;94773;Balantak
Yanamaa;99471;Arso
Arjasa;69491;Arjasa
Apuai;70671;Aranio
Anreapi;91315;Anreapi
Yuwanain;99471;Arso
Uhailanu;91373;Aralle
Aranio;70671;Aranio
Artain;70671;Aranio
Kubu;23652;Arongan Lambalek
Aek Haminjon (Arse Hanopan);22748;Arse
Lubuk Besar;27684;Asam Jujuhan
Belangian;70671;Aranio
Talang Batu;94773;Balantak
Arjasa;68191;Arjasa
Benua Riam;70671;Aranio
Feruni;97667;Aru Selatan
Arse;22748;Arse
Arahan Kidul;45267;Arahan
Sei\/Sungai Limau;27684;Asam Jujuhan
Sei\/Sungai Punggu Baru;70564;Anjir Muara
Bunglai;70671;Aranio
Bayeman;68371;Arjasa
Arahan Lor;45267;Arahan
Sinamar;27684;Asam Jujuhan
Foket;97660;Aru Utara
Sidodadi;38611;Arma Jaya
Bilis Bilis;69491;Arjasa
Kala'an (Kalaan);70671;Aranio
Pante Mutia (Pante Meutia);23652;Arongan Lambalek
Dalihan Natolu;22748;Arse
Gaimar;97667;Aru Selatan
Sepakat Barsama (Sepakat Bersama);70564;Anjir Muara
Cidempet;45267;Arahan
Tanjung Alam;27684;Asam Jujuhan
Jerwatu;97660;Aru Utara
Pasir Putih Barat;28992;Balai Jaya
Biting;68191;Arjasa
Pa'au (Paau);70671;Aranio
Panton Bahagia;23652;Arongan Lambalek
Jelia;97667;Aru Selatan
Rantau Balai;70671;Aranio
Sumber Agung;38611;Arma Jaya
Jaibaru Timur;84119;Asakota
Panton Makmu (Panton Makmur);23652;Arongan Lambalek
Kabufin;97660;Aru Utara
Buddi;69491;Arjasa
Lancat;22748;Arse
Anjatan;45256;Anjatan
Candijati;68191;Arjasa
Peribu (Peuribu);23652;Arongan Lambalek
Rantau Bujur;70671;Aranio
Jatibaru;84119;Asakota
Wamariri;99374;Apawer Hulu
Linggajati;45267;Arahan
Kaibolafin;97660;Aru Utara
Jerol;97667;Aru Selatan
Curah Tatal;68371;Arjasa
Tiwingan (Tiwingan Lama);70671;Aranio
Pranggong;45267;Arahan
Pasir Putih Utara;28992;Balai Jaya
Jatiwangi;84119;Asakota
Nanggar Jati;22748;Arse
Darsono;68191;Arjasa
Peulanteu LB.;23652;Arongan Lambalek
Anjatan Baru;45256;Anjatan
Kabalukin;97667;Aru Selatan
Duampanua;91315;Anreapi
Alimuhuk;99084;Apalapsili
Kolo;84119;Asakota
Kolamar;97660;Aru Utara
Duko;69491;Arjasa
Sukadadi;45267;Arahan
Tebing Kaning;38611;Arma Jaya
Melayu;84119;Asakota
Tiwingan Baru;70671;Aranio
Kelapa Dua;91315;Anreapi
Gelaman;69491;Arjasa
Anjatan Utara;45256;Anjatan
Nanggar Jati Huta Padang (Hutapadang);22748;Arse
Kalar-Kalar;97667;Aru Selatan
Aranday (Arandai);98151;Aranday
Rimba Langgeh;23652;Arongan Lambalek
Bulu Bala;78563;Balai
Ole;84119;Asakota
Baru (Kampung Baru);98151;Aranday
Jatisari;68371;Arjasa
Sukasari;45267;Arahan
Apalapsili;99084;Apalapsili
Gandis;74152;Arut Utara
Natambang Roncitan;22748;Arse
Kalikatak;69491;Arjasa
Talima A;94773;Balantak
Bugis;45256;Anjatan
Laininir;97667;Aru Selatan
Kunyi;91315;Anreapi
Kerabu;74152;Arut Utara
Kalinganyar (Kalianyar);69491;Arjasa
Seuneubok Lhong (Seuneubok Lueng);23652;Arongan Lambalek
Asiligma;99084;Apalapsili
Lor-lor;97667;Aru Selatan
Papandangan (Pappandangan);91315;Anreapi
Nanga Mua;74152;Arut Utara
Arjosari;63581;Arjosari
Kalisangka;69491;Arjasa
Talima B;94773;Balantak
Bugis Tua (Bugistua);45256;Anjatan
Kamal;68191;Arjasa
Kecap;98151;Aranday
Anatorei (Anotaurei);98631;Anotaurei
Asilikma;99084;Apalapsili
Panahan;74152;Arut Utara
Manunggal Karya\/Jaya;98151;Aranday
Marfenfen (Marafenfen);97667;Aru Selatan
Seuneubok Teungoh;23652;Arongan Lambalek
Borang;63581;Arjosari
Pardomuan;22748;Arse
Kayumas (Kayu Mas);68371;Arjasa
Aramo;22866;Aramo
Pandau;74152;Arut Utara
Cilandak;45256;Anjatan
Tanotu;94773;Balantak
Bagoa;22866;Aramo
Ngaibor;97667;Aru Selatan
Kedungdowo (Kedung Dowo);68371;Arjasa
Pinagar;22748;Arse
Famboaman;98631;Anotaurei
Baptekma (Babtekma);99084;Apalapsili
Pangkut;74152;Arut Utara
Balohao (Baohao);22866;Aramo
Tawangsari;45267;Arahan
Kemuninglor (Kemuningllor);68191;Arjasa
Cilandak Lor;45256;Anjatan
Sipogu;22748;Arse
Simpang Peut;23652;Arongan Lambalek
Benyam;99084;Apalapsili
Dao-dao;22866;Aramo
Bala;91354;Balanipa
Wasalalo;99084;Apalapsili
Gayuhan;63581;Arjosari
Hiliadolowa;22866;Aramo
Kandowarira;98631;Anotaurei
Eal;99084;Apalapsili
Arosbaya;69151;Arosbaya
Argoyuwono;65183;Ampelgading
Wiralesili;99084;Apalapsili
Abatadi;98731;Aradide
Ilodulunga;96525;Anggrek
Hiliamozula \/ Hiliamauzula;22866;Aramo
Pintu Padang;22732;Angkola Selatan
Hilifadolo;22866;Aramo
Balanipa;91354;Balanipa
Banglarangan;52364;Ampelgading
Wiyukwilik;99084;Apalapsili
Iloheluma;96525;Anggrek
Balung;69151;Arosbaya
Siamporik Dolok;22732;Angkola Selatan
Kedungwungu;45256;Anjatan
Hiligafoa;22866;Aramo
Blimbing;52364;Ampelgading
Yarema (Yarema Satu);99084;Apalapsili
Siamporik Lombang;22732;Angkola Selatan
Gegeran;63581;Arjosari
Batonaong;69151;Arosbaya
Langge;96525;Anggrek
Ketu Api;98631;Anotaurei
Falukwalilo;99084;Apalapsili
Cibiyuk;52364;Ampelgading
Sibong-bong (Sibongbong);22732;Angkola Selatan
Mantembu;98631;Anotaurei
Kopyah;45256;Anjatan
Mootilango;96525;Anggrek
Galung Tuluk (Galung Tulu);91354;Balanipa
Fari;99084;Apalapsili
Mariaderi;98631;Anotaurei
Lempuyang;45256;Anjatan
Hiligumbu;22866;Aramo
Lambanan;91354;Balanipa
Gembong;63581;Arjosari
Yeptek (Yeftek);99084;Apalapsili
Agapo;98731;Aradide
Filiahik (Filiyahik);99084;Apalapsili
Hilimagiao;22866;Aramo
Warari;98631;Anotaurei
Berbeluk;69151;Arosbaya
Mangunjaya;45256;Anjatan
Yohul;99084;Apalapsili
Jatirejo;52364;Ampelgading
Lego;91354;Balanipa
Gunungsari;63581;Arjosari
Hilimbowo;22866;Aramo
Sihopur;22732;Angkola Selatan
Yapan;98631;Anotaurei
Karangtalok;52364;Ampelgading
Salamdarma;45256;Anjatan
Buduran;69151;Arosbaya
Popalo;96525;Anggrek
Hilimezaya;22866;Aramo
Wanguk;45256;Anjatan
Anjungan Dalam;78353;Anjongan
Sihuik Huik;22732;Angkola Selatan
Anyar;42166;Anyar
Aridunda;99022;Anawi
Jatimalang;63581;Arjosari
Mosso;91354;Balanipa
Karangtengah;52364;Ampelgading
Simarpinggan;22732;Angkola Selatan
Baad;99644;Animha
Anjungan Melancar;78353;Anjongan
Putiana;96525;Anggrek
Kebagusan;52364;Ampelgading
Jetiskidul (Jetis Kidul);63581;Arjosari
Pallis;91354;Balanipa
Bieleme;99022;Anawi
Sinyior;22732;Angkola Selatan
Dema;78353;Anjongan
Sisundung;22735;Angkola Barat
Tolango;96525;Anggrek
Kemuning;52364;Ampelgading
Kaisah;99644;Animha
Hiliorudua (Hilioru dua);22866;Aramo
Situmbaga;22732;Angkola Selatan
Koa;99644;Animha
Bandulu;42166;Anyar
Gineri;99022;Anawi
Cendagah;69151;Arosbaya
Karanggede;63581;Arjosari
Lebakharjo;65183;Ampelgading
Pambusuang;91354;Balanipa
Banjarsari;42166;Anyar
Tolongio;96525;Anggrek
Sitaratoit;22735;Angkola Barat
Kepayang;78353;Anjongan
Tandihat;22732;Angkola Selatan
Bunihara;42166;Anyar
Losari;52364;Ampelgading
Dlemer;69151;Arosbaya
Senegi;99644;Animha
Suak Bidok;23652;Arongan Lambalek
Imurik;99022;Anawi
Cikoneng;42166;Anyar
Tapian Nauli;22732;Angkola Selatan
Pak Bulu;78353;Anjongan
Wayau (Wayao\/Wajau);99644;Animha
Grogol Indah;42166;Anyar
Tutuwoto;96525;Anggrek
Sabang Subik;91354;Balanipa
Sitinjak;22735;Angkola Barat
Andaman;70565;Anjir Pasar
Andaman II;70565;Anjir Pasar
Glagah (Glagga);69151;Arosbaya
Mulyoasri;65183;Ampelgading
Aek Pardomuan;22734;Angkola Sangkunur
Tamanggalle (Tammangalle);91354;Balanipa
Kotori;99022;Anawi
Anjir Pasar Kota;70565;Anjir Pasar
Itkau;98356;Anggi Gida
Purwoharjo;65183;Ampelgading
Anjir Pasar Kota II;70565;Anjir Pasar
Bandar Tarutung;22734;Angkola Sangkunur
Tammejarra (Tammajarra);91354;Balanipa
Sidokare;52364;Ampelgading
Karangrejo;63581;Arjosari
Anjir Pasar Lama;70565;Anjir Pasar
Krobut;98356;Anggi Gida
Kosambironyok (Kosambi Ronyok);42166;Anyar
Batu Godang;22734;Angkola Sangkunur
Angsana;42277;Angsana
Teku;94775;Balantak Utara
Sidorenggo;65183;Ampelgading
Karang Duwak;69151;Arosbaya
Malombu;22734;Angkola Sangkunur
Siuhom;22735;Angkola Barat
Mekarsari;42166;Anyar
Simojayan;65183;Ampelgading
Toweer;94775;Balantak Utara
Ngisrow;98356;Anggi Gida
Kedungbendo;63581;Arjosari
Sindang Mandi (Sindangmandi);42166;Anyar
Perkebunan;22734;Angkola Sangkunur
Air Dua;74173;Balai Riam
Karang Pao;69151;Arosbaya
Sokawati;52364;Ampelgading
Angsana;72275;Angsana
Sindangkarya;42166;Anyar
Sakumi;98356;Anggi Gida
Anjir Seberang Pasar I;70565;Anjir Pasar
Angkinang;71291;Angkinang
Rianiate;22734;Angkola Sangkunur
Booy;94774;Balantak Selatan
Suak Ie Beuso (Suak Ie Beusou);23652;Arongan Lambalek
Sonowangi;65183;Ampelgading
Lajing;69151;Arosbaya
Banjar Sari;72275;Angsana
Anjir Seberang Pasar II;70565;Anjir Pasar
Tambang Ayam;42166;Anyar
Mangunharjo;63581;Arjosari
Tanjung Manis (Tanjungmanis);42166;Anyar
Balai Riam;74173;Balai Riam
Dondo;94774;Balantak Selatan
Bayan Sari;72275;Angsana
Suak Keumudee;23652;Arongan Lambalek
Makam Agung;69151;Arosbaya
Habalo;99084;Apalapsili
Banyiur;70565;Anjir Pasar
Antapani Kidul;40291;Antapani (Cicadas)
Sibiogud;98356;Anggi Gida
Giwang;94774;Balantak Selatan
Sangkunur;22734;Angkola Sangkunur
Angkinang Selatan;71291;Angkinang
Bangun Jaya;74173;Balai Riam
Antapani Kulon;40291;Antapani (Cicadas)
Tamanasri;65183;Ampelgading
Mlati;63581;Arjosari
Barunai Baru;70565;Anjir Pasar
Mangkon;69151;Arosbaya
Simataniari;22734;Angkola Sangkunur
Sisrang;98356;Anggi Gida
Gorontalo;94774;Balantak Selatan
Bunati;72275;Angsana
Baguwo;98731;Aradide
Tamansari;65183;Ampelgading
Simatohir;22734;Angkola Sangkunur
Hinanggoambut (Hinongkoambut);99084;Apalapsili
Teupin Peraho (Teupin Peuraho);23652;Arongan Lambalek
Tawangagung;65183;Ampelgading
Bakarung;71291;Angkinang
Danau Karya;70565;Anjir Pasar
Tombrok;98356;Anggi Gida
Linggira;99022;Anawi
Cikayas;42277;Angsana
Tindoan Laut;22734;Angkola Sangkunur
Buntut Pimpin;78684;Ambalau
Tegalsari Barat;52364;Ampelgading
Holukalem (Holuokalem);99084;Apalapsili
Tubyam;98356;Anggi Gida
Ranomea;95954;Amurang Timur
Pagutan;63581;Arjosari
Basilam Baru;22773;Angkola Muara Tais
Buntongi;94683;Ampana Kota
Tegalsari Timur;52364;Ampelgading
Cipinang;42277;Angsana
Buntut Purun;78684;Ambalau
Loguk;99022;Anawi
Ritey;95954;Amurang Timur
Holuogalma (Holuaogalma);99084;Apalapsili
Bintuju;22773;Angkola Muara Tais
Labiabae;94683;Ampana Kota
Tirtomarto;65183;Ampelgading
Bamban;71291;Angkinang
Buntut Sabon;78684;Ambalau
Ayaubey;98355;Anggi
Kadubadak;42277;Angsana
Malotong;94683;Ampana Kota
Yalipura;99022;Anawi
Dinubutu;98731;Aradide
Huta Holbung;22773;Angkola Muara Tais
Elusan;95955;Amurang Barat
Hubliki;99084;Apalapsili
Bukit Sungkai;74173;Balai Riam
Tirtomoyo;65183;Ampelgading
Sepatin;75381;Anggana
Hungku;98355;Anggi
Sedayu;63581;Arjosari
Dahtah Bungai;78684;Ambalau
Ujong Beusa;23652;Arongan Lambalek
Huta Tonga;22773;Angkola Muara Tais
Padang Tumbuo;94683;Ampana Kota
Ujunggede;52364;Ampelgading
Bamban Selatan;71291;Angkinang
Gandaraya;70565;Anjir Pasar
Deme;78684;Ambalau
Yalokobak;99022;Anawi
Hukalopunu;99084;Apalapsili
Sidomulyo;76131;Anggana
Janji Mauli MT;22773;Angkola Muara Tais
Duwadide;98731;Aradide
Igembai;98355;Anggi
Kapitu;95955;Amurang Barat
Temon;63581;Arjosari
Wirotaman;65183;Ampelgading
Elara;97546;Ambalau
Muara Purba Nauli;22773;Angkola Muara Tais
Sungai Meriam;75381;Anggana
Humalem (Humalen);99084;Apalapsili
