kecamatan;kabupaten
Tallunglipu;Toraja Utara
Uut Murung;Murung Raya
Tugu;Semarang
Tekarang;Sambas
Wawotobi;Konawe
Tekung;Lumajang
Wonosari;Klaten
Uwapa;Nabire
Tugu;Trenggalek
Sumowono;Semarang
Way Bungur;Lampung Timur
Talo;Seluma
Wonosari;Bondowoso
Tugumulyo;Musi Rawas
Sumpiuh;Banyumas
Tengah Tani;Cirebon
Sesayap;Tana Tidung
Way Halim;Bandar Lampung
Talo Kecil;Seluma
Tuhemberua;Nias Utara
Wonosari;Malang
Tirtayasa;Serang
Sesayap Hilir;Tana Tidung
Tengaran;Semarang
Telaga;Gorontalo
Tuhiba;Teluk Bintuni
V Koto;Muko Muko
Teluk Kepayang;Tanah Bumbu
Tirto;Pekalongan
Tanah Tumbuh;Bungo
Way Jepara;Lampung Timur
Sumpur Kudus;Sijunjung
Walenrang Barat;Luwu
Tirtomoyo;Wonogiri
Tenggarang;Bondowoso
Sesean;Toraja Utara
Taniwel Timur;Seram Bagian Barat
Tujuh Belas;Bengkayang
Taluditi (Taluduti);Pahuwato
Teluk Keramat;Sambas
Wonosegoro;Boyolali
Telaga Antang;Kotawaringin Timur
Sumur;Pandeglang
Tukak Sadai;Bangka Selatan
Walenrang Timur;Luwu
Tenggarong;Kutai Kartanegara
Tanjuang Baru (Tanjung Baru);Tanah Datar
Tukdana;Indramayu
V Koto Kampung Dalam;Padang Pariaman
Wonosobo;Wonosobo
Teluk Kimi;Nabire
Tanambulava;Sigi
Tukka;Tapanuli Tengah
Tirtoyudo;Malang
Tommo;Mamuju
Wonosobo;Tanggamus
Way Kenanga;Tulang Bawang Barat
Walenrang Utara;Luwu
Tenggarong Seberang;Kutai Kartanegara
Tomo;Sumedang
Wonotirto;Blitar
Telaga Bauntung;Banjar
Tanjung;Tabalong
Way Khilau;Pesawaran
Tomohon Barat;Tomohon
V Koto Timur;Padang Pariaman
Tenggilis Mejoyo;Surabaya
Tanjung;Lombok Utara
Tulakan;Pacitan
Titehena;Flores Timur
Tenggulun;Aceh Tamiang
Telaga Biru;Gorontalo
Tomohon Selatan;Tomohon
Tulang Bawang Tengah;Tulang Bawang Barat
Titeue;Pidie
Way Krui;Pesisir Barat
Venaha;Mappi
Teluk Mayalibit;Raja Ampat
Tenjo;Bogor
Tiumang;Dharmasraya
Tomohon Tengah;Tomohon
Wonotunggal;Batang
Tanantovea;Donggala
Way Lima;Pesawaran
Teluk Mengkudu;Serdang Bedagai
Tenjolaya;Bogor
Walma;Yahukimo
Tulang Bawang Udik;Tulang Bawang Barat
Tiworo Kepulauan;Muna Barat
Wonti;Waropen
Tomohon Timur;Tomohon
VII Koto;Tebo
Way Pangubuan;Lampung Tengah
Teluk Meranti;Pelalawan
Tiworo Selatan;Muna Barat
Teon Nila Serua;Maluku Tengah
Tanara;Serang
Tomohon Utara;Tomohon
Tulangan;Sidoarjo
Tulin Onsoi;Nunukan
Waluran;Sukabumi
Teor;Seram Bagian Timur
VII Koto Ilir;Tebo
Tanjung;Brebes
Way Panji;Lampung Selatan
Tiworo Tengah;Muna Barat
Tulis;Batang
Tomoni;Luwu Timur
Tiworo Utara;Muna Barat
Weru;Cirebon
Way Ratai;Pesawaran
Teluk Mutiara;Alor
Tanasitolo;Wajo
Tulung;Klaten
Weru;Sukoharjo
VII Koto Sungai Sarik;Padang Pariaman
Wame;Jayawijaya
Tulung Selapan;Ogan Komering Ilir
Wesaput;Jayawijaya
Way Seputih;Lampung Tengah
Tomoni Timur;Luwu Timur
Wetar Barat;Maluku Barat Daya
Way Serdang;Mesuji
Tiwu;Kolaka Utara
Tanjung Agung;Muara Enim
Wetar Selatan;Maluku Barat Daya
Tepus;Gunungkidul
Waan;Merauke
Wetar Timur;Maluku Barat Daya
Wamena;Jayawijaya
Way Sulan;Lampung Selatan
Tlanakan;Pamekasan
Wetar Utara;Maluku Barat Daya
Teramang Jaya;Muko Muko
Tandes;Surabaya
Tomor Birip;Asmat
Wewaria;Ende
Tulungagung;Tulungagung
Telaga Langsat;Hulu Sungai Selatan
Way Tenong;Lampung Barat
Wewewa Barat;Sumba Barat Daya
Tumbang Titi;Ketapang
Wewewa Selatan;Sumba Barat Daya
Tlogomulyo;Temanggung
Tumijajar;Tulang Bawang Barat
Wewewa Tengah;Sumba Barat Daya
Tuminting (Tuminiting);Manado
Wabula;Buton
Wewewa Timur;Sumba Barat Daya
Tanduk Kalua;Mamasa
Tumpaan;Minahasa Selatan
Ulu Talo;Seluma
Terangun (Terangon);Gayo Lues
Uluan;Toba
Tanjung Agung Palik;Bengkulu Utara
Wewewa Utara;Sumba Barat Daya
Wori;Minahasa Utara
Telagasari (Talagasari);Karawang
Tomosiga;Intan Jaya
Ulubongka;Tojo Una Una
Terara;Lombok Timur
Tlogosari;Bondowoso
Uluere;Bantaeng
Wosak;Nduga
Telanaipura;Jambi
Teras;Boyolali
Ulugawo;Nias
Tlogowungu;Pati
Wotan Ulumando;Flores Timur
Wewiku;Malaka
Teluk Nibung;Tanjung Balai
Wadaga;Muna Barat
Tumpang;Malang
Uluiwoi;Kolaka Timur
Teras Terunjam;Muko Muko
Wamesa;Teluk Wondama
Widang;Tuban
Way Tuba;Way Kanan
Tompaso;Minahasa
Ulujadi;Palu
Wotu;Luwu Timur
Tandun;Rokan Hulu
Widasari;Indramayu
Tanjung Balai;Asahan
Tungkal Ilir;Tanjung Jabung Barat
Toapaya;Bintan
Ulujami;Pemalang
Terbanggi Besar;Lampung Tengah
Teluk Pakedai;Kubu Raya
Telawang;Kotawaringin Timur
Widodaren;Ngawi
Wayer;Sorong Selatan
Tompaso Barat;Minahasa
Wih Pesam;Bener Meriah
Tungkal Ilir;Banyuasin
Wamesa (Idoor);Teluk Bintuni
Wilangan;Nganjuk
Wouma;Jayawijaya
Teluk Pandan;Kutai Timur
Ulumanda (Ulumunda);Majene
Terentang;Kubu Raya
Tompaso Baru;Minahasa Selatan
Wilhem Roumbouts;Tambrauw
Tungkal Jaya;Musi Banyuasin
Ulunoyo;Nias Selatan
Wampu;Langkat
Web;Keerom
Wina;Tolikara
Teluk Pandan;Pesawaran
Teriak;Bengkayang
Ulususua;Nias Selatan
Tompo Bulu (Tompobulu);Bantaeng
Woyla;Aceh Barat
Windesi;Kepulauan Yapen
Teluk Patipi;Fak Fak
Weda;Halmahera Tengah
Windesi;Teluk Wondama
Wanadadi (Wonodadi);Banjarnegara
Tering;Kutai Barat
Windusari;Magelang
Tompobullu (Tompobulu);Gowa
Woyla Barat;Aceh Barat
Winong;Pati
Weda Selatan;Halmahera Tengah
Tompobulu (Tompu Bulu);Maros
Winongan;Pasuruan
Tungkal Ulu;Tanjung Jabung Barat
Wanaraja;Garut
Wiradesa;Pekalongan
Woyla Timur;Aceh Barat
Wiringgambut;Lanny Jaya
Tomu;Teluk Bintuni
Weda Tengah;Halmahera Tengah
Wirobrajan;Yogyakarta
Tunjung Teja;Serang
Tondano Barat;Minahasa
Wirosari;Grobogan
Wringin;Bondowoso
Wanaraya;Barito Kuala
Wita Ponda;Morowali
Tunjungan;Blora
Wita Waya;Jayawijaya
Teluk Sampit;Kotawaringin Timur
Weda Timur;Halmahera Tengah
Witihama;Flores Timur
Tondano Selatan;Minahasa
Tuntang;Semarang
Wiwirano;Konawe Utara
Wanareja;Cilacap
Weda Utara;Halmahera Tengah
Wiyung;Surabaya
Tondano Timur;Minahasa
Wringinanom (Wringin Anom);Gresik
Wlingi;Blitar
Teripe Jaya (Tripe Jaya);Gayo Lues
Teluk Segara;Bengkulu
Wadangku;Jayawijaya
Woha;Bima
Turatea;Jeneponto
Tondano Utara;Minahasa
Woja;Dompu
Turen;Malang
Wanasaba;Lombok Timur
Wolasi;Konawe Selatan
Wua-Wua;Kendari
Teluk Umar;Nabire
Terisi (Trisi);Indramayu
Wolio;Bau Bau
Turi;Lamongan
Tondon;Toraja Utara
Wolo;Jayawijaya
Ternate Barat;Ternate
Teluk Waru;Seram Bagian Timur
Wolo;Kolaka
Wuar Labobar;Kepulauan Tanimbar (Maluku Tenggara Barat)
Wedarijaksa;Pati
Wolojita;Ende
Tondong Tallasa;Pangkajene Kepulauan
Tersono;Batang
Wolomeze (Riung Selatan);Ngada
Wanasalam;Lebak
Wugi;Tolikara
Wolowa;Buton
Wedi;Klaten
Tongas;Probolinggo
Wolowae;Nagekeo
Turi;Sleman
Telukbetung Barat;Bandar Lampung
Terusan Nunyai;Lampung Tengah
Wolowaru;Ende
Tanete Riaja;Barru
Wulandoni;Lembata
Wanasari;Brebes
Wonawa;Kepulauan Yapen
Toari;Kolaka
Wedung;Demak
Wondiboy;Teluk Wondama
Tongauna;Konawe
Telen;Kutai Timur
Testega;Pegunungan Arfak
Wonggeduku;Konawe
Telukbetung Selatan;Bandar Lampung
Wulanggitang;Flores Timur
Wadaslintang;Wonosobo
Wonggeduku Barat;Konawe
Toba;Sanggau
Tetap (Muara Tetap);Kaur
Tongauna Utara;Konawe
Wongsorejo;Banyuwangi
Tanete Riattang;Bone
Turikale;Maros
Wanayasa;Purwakarta
Woniki;Tolikara
Telenggeme;Tolikara
Wonoasih;Probolinggo
Tongkuno;Muna
Tobadak;Mamuju Tengah
Wonoasri;Madiun
Tongkuno Selatan;Muna
Wonoayu;Sidoarjo
Wanayasa;Banjarnegara
Wonoboyo;Temanggung
Wado;Sumedang
Tonjong;Brebes
Wonocolo;Surabaya
Wandai;Intan Jaya
Tobelo;Halmahera Utara
Wonodadi;Blitar
Tonra;Bone
Wonogiri;Wonogiri
Telukbetung Timur;Bandar Lampung
Wonokerto;Pekalongan
Tellu Limpoe;Sidenreng Rappang
Tontonunu;Bombana
Wonokromo;Surabaya
Wae Rii;Manggarai
Telukbetung Utara;Bandar Lampung
Wonomerto;Probolinggo
Tobelo Barat;Halmahera Utara
Wanea;Manado
Wonomulyo;Polewali Mandar
Waeapo;Buru
Wonopringgo;Pekalongan
Topiyai;Paniai
Tobelo Selatan;Halmahera Utara
Wonorejo;Pasuruan
Topos;Lebong
Tobelo Tengah;Halmahera Utara
Wonosalam;Demak
Wangbe;Puncak
Tellu Limpoe;Sinjai
Topoyo;Mamuju Tengah
Telukjambe Barat;Karawang
Tor Atas;Sarmi
Waegi;Puncak Jaya
Wanggar;Nabire
Tanete Riattang Barat;Bone
Torere;Puncak Jaya
Tobelo Timur;Halmahera Utara
Telukjambe Timur;Karawang
Tellu Siattinge;Bone
Torgamba;Labuhanbatu Selatan
Wanggarasi;Pahuwato
Teunom;Aceh Jaya
Waelata;Buru
Teluknaga;Tangerang
Tutar (Tubbi Taramanu, Tutallu);Polewali Mandar
Tobelo Utara;Halmahera Utara
Wulla Waijelu (Wula Waijelu);Sumba Timur
Tellulimpoe (Tellu Limpoe);Bone
Toribulu;Parigi Moutong
Teupah Barat;Simeulue
Tanete Riattang Timur;Bone
Wuluhan;Jember
Wangi Wangi;Wakatobi
Wundulako;Kolaka
Telutih;Maluku Tengah
Temanggung;Temanggung
Wungu;Madiun
Wangi Wangi Selatan;Wakatobi
Teupah Selatan;Simeulue
Temayang;Bojonegoro
Wunim;Tolikara
Wangon;Banyumas
Teupah Tengah;Simeulue
Tembagapura;Mimika
Wania;Mimika
Torjun;Sampang
Wuryantoro;Wonogiri
Waesama;Buru Selatan
Tembalang;Semarang
Tutuk Tolu;Seram Bagian Timur
Wano Barat;Lanny Jaya
Toboali;Bangka Selatan
Wusama;Yahukimo
Toroh;Grobogan
Telluwanua;Palopo
Tutur;Pasuruan
Tobouw;Tambrauw
Tewah;Gunung Mas
Wagir;Malang
Wanokaka;Sumba Barat
Tanete Rilau;Barru
Torue;Parigi Moutong
Telok Sebong (Teluk Sebong);Bintan
Tutuyan;Bolaang Mongondow Timur
Tembarak;Temanggung
Wusi;Nduga
Wanwi;Puncak Jaya
Tosari;Pasuruan
Ubahak;Yahukimo
Tobu;Timor Tengah Selatan
Totikum (Totikung);Banggai Kepulauan
Tewang Sangalang Garing;Katingan
Waiblama;Sikka
Waplau;Buru
Wutpaga;Nduga
Totikum Selatan;Banggai Kepulauan
Ubalihi;Yahukimo
Touluaan;Minahasa Tenggara
Tangan-Tangan;Aceh Barat Daya
Todanan;Blora
Teweh Baru;Barito Utara
Teluk Ambon;Ambon
Ubud;Gianyar
Waibu;Jayapura
Wapoga;Nabire
Tangaran;Sambas
Tembelang;Jombang
Touluaan Selatan;Minahasa Tenggara
Togean;Tojo Una Una
Wapoga;Waropen
Teluk Ampimoi;Kepulauan Yapen
Tembilahan;Indragiri Hilir
Tanjung Batu;Ogan Ilir
Togo Binongko;Wakatobi
X Koto (Sepuluh Koto);Tanah Datar
Towe;Keerom
Udanawu;Blitar
Tembilahan Hulu;Indragiri Hilir
Teweh Selatan;Barito Utara
Waigeo Barat;Raja Ampat
X Koto Diatas;Solok
Teweh Tengah;Barito Utara
Towea;Muna
X Koto Singkarak;Solok
Wara;Palopo
Teluk Arguni Atas;Kaimana
Tanjung Beringin;Serdang Bedagai
Tangen;Sragen
Toho;Mempawah
Teweh Timur;Barito Utara
Tembuku;Bangli
Waigeo Barat Kepulauan;Raja Ampat
Ueesi;Kolaka Timur
Wara Barat;Palopo
Toianas;Timor Tengah Selatan
XIII Koto Kampar;Kampar
Tanjung Bintang;Lampung Selatan
Tangerang;Tangerang
Tembuni;Teluk Bintuni
Waigeo Selatan;Raja Ampat
Wara Selatan;Palopo
Tanjung Bumi (Tanjungbumi);Bangkalan
Toili;Banggai
XIV Koto;Muko Muko
Temiang Pesisir;Lingga
Yaffi;Keerom
Tanggetada;Kolaka
Towuti;Luwu Timur
Uepai;Konawe
Toili Barat;Banggai
Teminabuan;Sorong Selatan
Ti Zain;Mappi
Tragah;Bangkalan
Yagai;Paniai
Wara Timur;Palopo
Ugimba;Intan Jaya
Tiang Pumpung;Merangin
Ujan Mas;Muara Enim
Yahuliambut;Yahukimo
Ujan Mas;Kepahiang
Tiang Pumpung Kepungut;Musi Rawas
Waigeo Timur;Raja Ampat
Teluk Arguni Bawah (Yerusi);Kaimana
Tojo;Tojo Una Una
Ujung;Pare Pare
Tanggeung;Cianjur
Yakomi;Mappi
Teluk Batang;Kayong Utara
Tibawa;Gorontalo
Waigeo Utara;Raja Ampat
Ujung Batu;Rokan Hulu
Yal;Nduga
Tidore;Tidore Kepulauan
Tojo Barat;Tojo Una Una
Teluk Bayur;Berau
Ujung Batu;Padang Lawas Utara
Tolala;Kolaka Utara
Yalengga;Jayawijaya
Waigete;Sikka
Yambi;Puncak Jaya
Tolangohula;Gorontalo
Tidore Selatan;Tidore Kepulauan
Ujung Bulu;Bulukumba
Teluk Belengkong;Indragiri Hilir
Toli-Toli Utara (Tolitoli Utara);Toli Toli
Yamo;Puncak Jaya
Wajak;Malang
Tidore Timur;Tidore Kepulauan
Tanggul;Jember
Ujung Padang;Simalungun
Tanjung Bunga;Flores Timur
Trangkil;Pati
Tolinggula;Gorontalo Utara
Temon;Kulon Progo
Tidore Utara;Tidore Kepulauan
Teluk Bintan;Bintan
Ujung Pandang;Makassar
Wajo;Makassar
Yamoneri;Puncak Jaya
Wara Utara;Palopo
Toma;Nias Selatan
Ujung Tanah;Makassar
Tanjung Emas;Tanah Datar
Tanggulangin;Sidoarjo
Yamor;Kaimana
Trawas;Mojokerto
Teluk Dalam;Simeulue
Yaniruma;Boven Digoel
Wari/Taiyeve II;Tolikara
Tanjung Gadang;Sijunjung
Ujungberung (Ujung Berung);Bandung
Tomage;Fak Fak
Waringinkurung (Waringin Kurung);Serang
Ujungjaya;Sumedang
Yapen Barat;Kepulauan Yapen
Ujungloe (Ujung Loe);Bulukumba
Wegee Bino;Paniai
Yapen Selatan;Kepulauan Yapen
Ujungpangkah (Ujung Pangkah);Gresik
Wegee Muka;Paniai
Ukha;Yahukimo
Yapen Timur;Kepulauan Yapen
Weime;Pegunungan Bintang
Yapen Utara;Kepulauan Yapen
Welahan;Jepara
Yapsi;Jayapura
Ukui;Pelalawan
Welak;Manggarai Barat
Yaro;Nabire
Ulakan Tapakih;Padang Pariaman
Welarek;Yalimo
Ulaweng;Bone
Yatamo;Paniai
Ulee Kareng;Banda Aceh
Yaur;Nabire
Ulilin;Merauke
Ulim;Pidie Jaya
Yawakukat;Kepulauan Yapen
Weleri;Kendal
Yawosi;Biak Numfor
Welesi;Jayawijaya
Yembun;Tambrauw
Ulok Kupai;Bengkulu Utara
Ulu Barumun;Padang Lawas
Yendidori;Biak Numfor
Weliman;Malaka
Yenggelo;Nduga
Wemak;Sorong
Ulu Belu (Ulubelu);Tanggamus
Yigi;Nduga
Ulu Idanotae;Nias Selatan
Yiginua;Lanny Jaya
Ulu Manna;Bengkulu Selatan
Wenam;Tolikara
Ulu Moro'o (Ulu Narwo);Nias Barat
Yiluk;Lanny Jaya
Ulu Musi;Empat Lawang
Wenang;Manado
Yogosem;Yahukimo
Ulu Ogan;Ogan Komering Ulu
Ulu Pungkut;Mandailing Natal
Wera;Bima
Yokari;Jayapura
Ulu Rawas;Musi Rawas Utara
Wereka;Lanny Jaya
Yosowilangun;Lumajang
Youtadi;Paniai
Ulu Sosa;Padang Lawas
Yugumuak;Puncak
Weriagar;Teluk Bintuni
Yugungwi;Lanny Jaya
Werima;Yahukimo
Yuko;Tolikara
Werinama;Seram Bagian Timur
Yuneri;Tolikara
Wermaktian (Wer Maktian);Kepulauan Tanimbar (Maluku Tenggara Barat)
Wertamrian (Wer Tamrian);Kepulauan Tanimbar (Maluku Tenggara Barat)
Tempe;Wajo
Waris;Keerom
Tempeh;Lumajang
Warkuk Ranau Selatan;Ogan Komering Ulu Selatan
Tanjung Harapan;Solok
Warmare;Manokwari
Waropen Atas;Mamberamo Raya
Waropen Bawah;Waropen
Tanjung Harapan;Paser
Waropko;Boven Digoel
Warsa;Biak Numfor
Wartutin;Fak Fak
Waru;Pamekasan
Waru;Sidoarjo
Waru;Penajam Paser Utara
Warudoyong;Sukabumi
Warungasem;Batang
Warunggunung;Lebak
Tanjung Kemuning;Kaur
Warungkiara;Sukabumi
Tanjung Lago;Banyuasin
Warungkondang;Cianjur
Tanjung Lubuk;Ogan Komering Ilir
Warungpring;Pemalang
Tanjung Medan;Rokan Hilir
Warureja (Warurejo);Tegal
Tanjung Morawa;Deli Serdang
Warwarbomi;Raja Ampat
Tanjung Mutiara;Agam
Wasile;Halmahera Timur
Tanjung Palas;Bulungan
Wasile Selatan;Halmahera Timur
Tanjung Palas Barat;Bulungan
Wasile Tengah;Halmahera Timur
Wasile Timur;Halmahera Timur
Wasile Utara;Halmahera Timur
Wasior;Teluk Wondama
Wasuponda;Luwu Timur
Watang Pulu;Sidenreng Rappang
Watang Sawitto (Watang Sawito);Pinrang
Watang Sidenreng (Wattang Sidenreng);Sidenreng Rappang
Tanjung Palas Tengah;Bulungan
Wates;Kulon Progo
Tanjung Palas Timur;Bulungan
Wates;Blitar
Tanjung Palas Utara;Bulungan
Wates;Kediri
Tanjung Pandan;Belitung
Watopute;Muna
Watubangga;Kolaka
Trenggalek;Trenggalek
Tretep;Temanggung
Watukumpul;Pemalang
Trienggadeng;Pidie Jaya
Watulimo;Trenggalek
Trikora;Jayawijaya
Watumalang;Wonosobo
Trimurjo;Lampung Tengah
Watunohu;Kolaka Utara
Tripa Makmur;Nagan Raya
Waway Karya;Lampung Timur
Trowulan;Mojokerto
Tempel;Sleman
Trucuk;Klaten
Wawo;Bima
Trucuk;Bojonegoro
Trumon;Aceh Selatan
Wawo;Kolaka Utara
Wawolesea;Konawe Utara
Trumon Tengah;Aceh Selatan
Trumon Timur;Aceh Selatan
Tuah Negeri;Musi Rawas
Tempilang;Bangka Barat
Wawonii Barat;Konawe Kepulauan
Tempuling;Indragiri Hilir
Tempunak;Sintang
